Customer Reference ID,Item Purchased,Purchase Amount (USD),Date Purchase,Review Rating,Payment Method,
4113,Shorts,163,26-06-2023,4.2,Cash,
4086,Sweater,,24-04-2023,3.6,Cash,
4038,Blazer,56,16-03-2023,3.6,Cash,
4044,Jacket,140,18-03-2023,4,Credit Card,
4119,Sandals,195,3/4/2023,4,Credit Card,
4023,Trousers,126,11/6/2023,1.4,Credit Card,
4072,Tank Top,27,31-03-2023,1.6,Cash,
4026,Flip-Flops,108,22-11-2022,3.3,Cash,
4019,Pajamas,,29-12-2022,3.3,Cash,
4039,Sneakers,,9/2/2023,3.3,Cash,
4044,Tank Top,139,30-05-2023,4.1,Credit Card,
4010,Coat,48,10/5/2023,3.3,Cash,
4074,Blouse,55,19-02-2023,4.4,Credit Card,
4110,Slippers,167,4/10/2022,4.6,Credit Card,
4041,Overalls,146,5/10/2022,4.4,Credit Card,
3961,Shorts,40,28-10-2022,1.9,Credit Card,
3991,Blouse,,17-04-2023,4.1,Credit Card,
4122,Leggings,164,27-06-2023,3.3,Cash,
3957,Pants,10,18-05-2023,1.2,Credit Card,
4112,Tunic,183,23-03-2023,1.1,Cash,
4078,Slippers,143,25-06-2023,1.6,Credit Card,
3958,Tie,21,2/5/2023,2.8,Credit Card,
3959,Handbag,119,30-06-2023,4.6,Credit Card,
4001,Bowtie,133,8/12/2022,1.7,Cash,
4062,Wallet,107,28-02-2023,3.2,Credit Card,
4099,Shorts,199,16-09-2023,1.9,Cash,
4082,Flannel Shirt,188,31-10-2022,2.3,Cash,
4057,Flannel Shirt,118,2/4/2023,4.6,Credit Card,
4094,Boots,,7/11/2022,4.6,Credit Card,
3977,Sunglasses,69,2/5/2023,3.6,Cash,
3976,Onesie,31,15-04-2023,1.1,Credit Card,
4094,Wallet,149,31-03-2023,2.1,Credit Card,
3964,Kimono,58,9/2/2023,,Credit Card,
4070,Sneakers,,17-03-2023,2.6,Credit Card,
3988,Leggings,11,25-11-2022,4.9,Credit Card,
4047,Jumpsuit,40,19-12-2022,3.3,Cash,
4053,Camisole,106,30-12-2022,1.1,Cash,
4110,Onesie,186,10/2/2023,4.1,Cash,
4048,Gloves,114,5/3/2023,4.1,Credit Card,
4056,Hoodie,49,12/2/2023,1.6,Credit Card,
4002,Sandals,159,6/11/2022,1.4,Cash,
3959,Jumpsuit,147,21-06-2023,3.3,Cash,
3988,Cardigan,103,30-07-2023,3.5,Credit Card,
4075,Romper,184,11/8/2023,1.9,Credit Card,
4051,Hoodie,62,31-05-2023,4.2,Credit Card,
4006,Raincoat,152,2/3/2023,,Cash,
4070,Sun Hat,104,4/10/2022,4.5,Cash,
3959,Boots,133,14-12-2022,4.2,Credit Card,
4013,Wallet,88,13-01-2023,2.3,Credit Card,
3962,Backpack,190,13-01-2023,1.5,Credit Card,
4028,Poncho,45,29-06-2023,4.1,Cash,
4048,Scarf,178,28-04-2023,1.6,Cash,
4006,Tank Top,,2/7/2023,4.1,Credit Card,
3980,Jacket,189,8/5/2023,2.1,Credit Card,
4114,Jacket,35,10/10/2022,4.4,Credit Card,
4117,Kimono,112,21-06-2023,1.7,Cash,
4034,Sweater,150,29-01-2023,1,Cash,
4013,Scarf,185,13-03-2023,3.1,Credit Card,
4016,T-shirt,51,30-05-2023,4.6,Credit Card,
4083,Wallet,172,23-10-2022,5,Credit Card,
4049,Scarf,,3/11/2022,4.9,Cash,
3966,Overalls,,21-05-2023,1.8,Cash,
4028,Pajamas,,12/10/2022,,Credit Card,
4083,Socks,121,4/2/2023,3.4,Cash,
4112,Kimono,,29-04-2023,4.3,Credit Card,
4010,Skirt,104,9/1/2023,,Cash,
3958,Trousers,,25-10-2022,2.5,Cash,
4007,Scarf,,16-08-2023,,Cash,
4120,Slippers,112,3/3/2023,1.3,Credit Card,
4058,Tunic,143,16-02-2023,1.3,Credit Card,
3985,Flannel Shirt,162,19-12-2022,1.2,Credit Card,
4028,Trench Coat,,18-01-2023,1.7,Cash,
4102,Leggings,54,21-06-2023,1.8,Credit Card,
4085,Tunic,122,27-08-2023,2.8,Cash,
4083,Blazer,,30-04-2023,1.6,Cash,
4000,Romper,142,2/11/2022,1.9,Credit Card,
4098,Overalls,18,29-12-2022,1.1,Credit Card,
4006,Backpack,140,25-10-2022,2.8,Cash,
4101,Pants,69,22-09-2023,1.6,Credit Card,
4111,Trench Coat,182,21-03-2023,2.8,Cash,
4101,Skirt,,26-10-2022,2.6,Credit Card,
4001,Blouse,10,5/7/2023,3.7,Credit Card,
3973,Gloves,32,11/8/2023,2.4,Cash,
4107,Swimsuit,112,2/7/2023,1.4,Credit Card,
3989,Pajamas,111,24-01-2023,3.9,Credit Card,
3973,Bowtie,61,17-10-2022,4.7,Credit Card,
3989,Flip-Flops,198,9/8/2023,4.9,Credit Card,
4023,Trench Coat,33,21-02-2023,4.7,Credit Card,
4102,Socks,195,6/11/2022,,Cash,
4015,Jumpsuit,159,18-01-2023,1.1,Cash,
4090,Vest,80,16-02-2023,3.7,Cash,
4027,Socks,59,9/9/2023,4.9,Credit Card,
4006,Jacket,113,25-07-2023,2.8,Cash,
3962,Sneakers,76,8/10/2022,,Credit Card,
4093,Belt,,27-07-2023,4.7,Credit Card,
4114,Coat,153,11/5/2023,4.7,Cash,
4021,Umbrella,,24-08-2023,4.7,Credit Card,
4100,Blazer,39,4/11/2022,2.9,Credit Card,
4073,Sunglasses,75,8/8/2023,2.9,Cash,
3957,Backpack,157,2/6/2023,5,Cash,
4066,Skirt,123,3/8/2023,3.7,Credit Card,
4121,Pants,154,7/6/2023,,Credit Card,
3970,Overalls,72,23-07-2023,2.5,Credit Card,
4039,Skirt,127,8/6/2023,2.7,Credit Card,
4067,Poncho,160,10/12/2022,4.9,Credit Card,
4061,Shorts,133,18-02-2023,2.9,Cash,
4027,Boots,,23-03-2023,4.9,Credit Card,
3988,Jeans,,19-12-2022,1.8,Cash,
4089,Overalls,66,13-07-2023,4.6,Cash,
4076,Hat,68,16-02-2023,2.2,Credit Card,
4083,Sneakers,115,27-11-2022,3.9,Credit Card,
4049,Jeans,142,17-01-2023,3.3,Cash,
4089,Onesie,189,5/4/2023,,Credit Card,
3968,Wallet,73,19-04-2023,2.2,Cash,
4014,Flannel Shirt,112,10/8/2023,,Credit Card,
3969,Bowtie,97,17-02-2023,2.7,Credit Card,
4028,Raincoat,,28-06-2023,1.2,Cash,
4064,Sandals,131,8/10/2022,3.7,Cash,
4093,Shorts,65,3/3/2023,2.6,Cash,
4071,Sun Hat,78,13-03-2023,4.7,Cash,
4037,Hoodie,,23-10-2022,4,Credit Card,
3958,Raincoat,58,27-05-2023,3.1,Credit Card,
4057,Belt,61,14-01-2023,1.3,Credit Card,
4006,Scarf,71,1/4/2023,3.6,Cash,
4042,Pants,62,13-04-2023,4.6,Credit Card,
3977,Vest,73,20-09-2023,4.3,Credit Card,
4103,Trench Coat,101,10/6/2023,1.8,Cash,
3963,Belt,,4/3/2023,4.9,Credit Card,
4014,Trench Coat,,19-06-2023,3.2,Credit Card,
4065,Trousers,183,9/10/2022,3,Cash,
3976,Sweater,136,22-07-2023,3.4,Credit Card,
4020,Bowtie,148,15-03-2023,2.7,Cash,
4007,Sneakers,133,14-06-2023,4.5,Credit Card,
3999,Swimsuit,90,25-08-2023,4.5,Credit Card,
4041,Skirt,157,25-08-2023,1.7,Credit Card,
4036,Sweater,135,24-01-2023,2.3,Cash,
3973,Backpack,,22-07-2023,,Credit Card,
4117,Pajamas,140,7/2/2023,4,Credit Card,
4117,Camisole,66,13-09-2023,1.1,Credit Card,
3981,Belt,42,11/10/2022,3.4,Credit Card,
3964,Socks,,23-03-2023,2.7,Credit Card,
4079,Cardigan,132,28-07-2023,5,Cash,
4067,Socks,18,19-08-2023,3.8,Credit Card,
3963,Vest,110,9/7/2023,4.8,Cash,
4108,Hat,54,25-10-2022,2.6,Credit Card,
4117,Loafers,40,12/12/2022,1.6,Cash,
4042,Sneakers,127,3/9/2023,2.5,Cash,
4021,Flannel Shirt,12,11/5/2023,,Credit Card,
4020,Loafers,,2/10/2022,1.3,Credit Card,
3984,Kimono,158,27-12-2022,1.7,Credit Card,
4078,Flannel Shirt,,13-08-2023,2.3,Credit Card,
4018,Belt,76,7/2/2023,5,Cash,
4044,Skirt,,17-02-2023,3.6,Cash,
3970,Umbrella,78,16-12-2022,,Cash,
4042,Sweater,166,31-08-2023,5,Cash,
4090,Backpack,57,24-10-2022,3.7,Credit Card,
4017,Boots,63,29-01-2023,1.6,Cash,
3975,Shorts,105,17-11-2022,,Credit Card,
4110,Gloves,112,1/4/2023,4.7,Credit Card,
4115,Shorts,56,30-06-2023,,Credit Card,
4069,Sweater,157,5/8/2023,2.3,Cash,
3981,Dress,35,12/12/2022,2.8,Credit Card,
4117,Sunglasses,70,21-03-2023,1.2,Cash,
4071,Sneakers,107,25-06-2023,4.1,Cash,
4105,Boots,,22-02-2023,2.7,Cash,
3988,Jacket,199,10/8/2023,2.2,Credit Card,
3978,Polo Shirt,,10/10/2022,1.1,Cash,
3972,Skirt,55,29-05-2023,4.6,Credit Card,
3965,Sneakers,44,7/1/2023,,Credit Card,
4053,Gloves,171,10/3/2023,1.1,Credit Card,
4037,Flip-Flops,194,19-12-2022,3.9,Cash,
3973,Tank Top,134,22-10-2022,3.2,Cash,
3989,Romper,153,26-01-2023,3.4,Credit Card,
3972,Vest,22,20-11-2022,3,Credit Card,
4070,Vest,186,17-07-2023,1.5,Cash,
3971,Vest,,15-05-2023,2.4,Credit Card,
4034,Skirt,75,7/9/2023,3,Credit Card,
4113,Gloves,171,25-05-2023,3.6,Cash,
4117,Camisole,,31-05-2023,2.8,Credit Card,
4067,Tank Top,76,25-02-2023,2.8,Credit Card,
3973,Sneakers,153,1/7/2023,4.7,Cash,
3983,Kimono,75,13-05-2023,2.8,Credit Card,
3971,Scarf,115,25-05-2023,1.7,Credit Card,
4100,Coat,,5/4/2023,2.6,Cash,
3970,Scarf,165,10/8/2023,1.8,Credit Card,
4032,Raincoat,,7/4/2023,3.6,Credit Card,
4054,Handbag,176,29-11-2022,,Credit Card,
4059,Cardigan,82,3/9/2023,2.1,Cash,
3981,Romper,182,9/3/2023,4.9,Cash,
4115,Loafers,198,5/11/2022,,Cash,
4062,Cardigan,30,21-06-2023,4.9,Cash,
4016,Camisole,83,7/5/2023,3.1,Credit Card,
4110,T-shirt,47,15-02-2023,1.6,Cash,
4116,Skirt,173,18-09-2023,4.7,Credit Card,
3959,Hat,96,26-06-2023,3.9,Credit Card,
4073,Trench Coat,166,22-12-2022,4.3,Credit Card,
4055,Tank Top,28,13-01-2023,3.3,Cash,
4075,Flip-Flops,,3/10/2022,4,Cash,
4066,Onesie,90,15-06-2023,3.1,Cash,
4115,Poncho,84,26-06-2023,1,Credit Card,
4115,Blazer,164,7/12/2022,3.7,Credit Card,
3982,Tank Top,79,8/8/2023,2.5,Credit Card,
4043,Boots,102,14-03-2023,4.5,Cash,
3963,Coat,143,26-08-2023,4.5,Cash,
4073,Leggings,115,25-06-2023,2.6,Credit Card,
4089,Umbrella,,22-04-2023,2.3,Cash,
4041,Jacket,42,23-09-2023,1.2,Cash,
4107,Coat,179,22-06-2023,1.7,Credit Card,
4006,Hat,200,20-02-2023,1.7,Credit Card,
3984,Trousers,30,25-11-2022,4.4,Cash,
3983,Overalls,111,21-07-2023,1.7,Cash,
3960,Pants,,5/5/2023,2.8,Cash,
4109,T-shirt,,22-12-2022,1.6,Cash,
3974,Wallet,150,4/2/2023,3.4,Credit Card,
4108,Onesie,,29-08-2023,2,Cash,
4006,Belt,144,22-01-2023,3.7,Credit Card,
4103,Trousers,31,27-12-2022,4.4,Credit Card,
3989,Jeans,,9/5/2023,4.3,Credit Card,
4120,Hat,31,17-10-2022,4.8,Credit Card,
4087,Sandals,109,27-08-2023,4.6,Credit Card,
4022,Jacket,73,4/4/2023,1.4,Cash,
4047,Coat,123,9/7/2023,2,Credit Card,
4064,Umbrella,43,12/4/2023,4.7,Credit Card,
4080,Tunic,53,16-08-2023,4,Cash,
4115,T-shirt,,22-02-2023,4.7,Cash,
4070,Loafers,93,25-12-2022,4.8,Cash,
4004,Raincoat,129,25-05-2023,4.9,Cash,
4019,Onesie,148,5/5/2023,4.8,Cash,
3992,Slippers,150,5/6/2023,3.8,Cash,
3968,T-shirt,188,28-02-2023,3.4,Cash,
3972,Kimono,161,23-06-2023,1.4,Cash,
3989,Boots,171,17-01-2023,4.8,Credit Card,
4036,Onesie,154,21-11-2022,3.8,Credit Card,
4106,Shorts,173,17-05-2023,1.1,Cash,
4068,Dress,89,8/1/2023,3.1,Cash,
4088,Jeans,133,25-09-2023,4.8,Credit Card,
4048,Sunglasses,32,3/10/2022,1.1,Credit Card,
4036,Umbrella,103,16-04-2023,3,Cash,
4106,Cardigan,49,26-04-2023,4.3,Cash,
4095,Gloves,10,3/1/2023,1.8,Cash,
3994,Flannel Shirt,44,31-07-2023,1.5,Cash,
3994,Trench Coat,130,19-01-2023,3,Credit Card,
4077,Coat,186,3/9/2023,4.7,Credit Card,
4036,Tunic,132,26-08-2023,2.9,Cash,
4111,Pants,120,15-09-2023,1.2,Credit Card,
4044,Jumpsuit,162,15-11-2022,3.8,Credit Card,
4031,Skirt,11,10/4/2023,2.1,Credit Card,
4051,Skirt,58,18-11-2022,,Cash,
3959,Blazer,153,30-06-2023,1.8,Cash,
4089,Poncho,73,17-11-2022,2.3,Credit Card,
4107,Trousers,,29-05-2023,2.3,Credit Card,
3994,Bowtie,109,5/7/2023,1.4,Cash,
3971,Kimono,66,15-06-2023,2.5,Cash,
4017,Poncho,118,17-12-2022,4.3,Credit Card,
4086,Raincoat,142,1/3/2023,4.4,Credit Card,
4100,Polo Shirt,166,16-12-2022,2,Cash,
3970,Sandals,185,15-04-2023,4.4,Credit Card,
4065,Wallet,176,5/4/2023,,Cash,
4045,Kimono,78,25-03-2023,2.1,Credit Card,
4007,Sandals,27,17-07-2023,3.8,Credit Card,
4008,Swimsuit,,10/3/2023,1.4,Cash,
4120,Overalls,173,2/5/2023,4.2,Credit Card,
4008,T-shirt,125,16-08-2023,,Cash,
3974,Raincoat,169,9/7/2023,2.8,Cash,
4044,Blazer,92,1/8/2023,4.8,Cash,
4005,Romper,,13-10-2022,3.4,Cash,
4078,Trousers,,5/5/2023,1.2,Cash,
4076,Flannel Shirt,57,19-12-2022,1.5,Credit Card,
4110,Jumpsuit,82,30-01-2023,2.1,Credit Card,
4041,Wallet,193,9/12/2022,4.4,Credit Card,
4105,Loafers,12,25-05-2023,4.4,Credit Card,
4101,Onesie,48,14-12-2022,1.7,Cash,
4042,Shorts,,22-01-2023,2.3,Cash,
4114,Sneakers,117,1/9/2023,4.2,Cash,
4033,Umbrella,137,1/6/2023,1.2,Cash,
4064,Flannel Shirt,128,1/12/2022,4.1,Credit Card,
4041,Camisole,18,20-05-2023,4.2,Credit Card,
3998,Handbag,47,17-08-2023,2.8,Credit Card,
3983,Jeans,,16-06-2023,1.7,Credit Card,
4073,Pants,28,25-07-2023,2.4,Credit Card,
3967,Tie,56,15-10-2022,4,Credit Card,
4083,Gloves,,18-12-2022,3.2,Credit Card,
4013,Wallet,107,28-12-2022,3.4,Cash,
3957,Pants,41,26-01-2023,4.2,Credit Card,
4120,Raincoat,192,31-05-2023,3.9,Credit Card,
4014,Kimono,123,14-09-2023,1.7,Cash,
4015,Jeans,18,22-07-2023,4.8,Cash,
4076,Boots,,30-10-2022,4.9,Credit Card,
4116,Sunglasses,34,20-10-2022,2.7,Credit Card,
4011,Poncho,63,29-09-2023,1.5,Credit Card,
4018,Tank Top,184,9/5/2023,4.5,Credit Card,
4080,Belt,92,12/3/2023,,Credit Card,
4041,Swimsuit,,18-02-2023,2.5,Credit Card,
4053,Scarf,200,6/7/2023,3.6,Credit Card,
4009,Poncho,143,19-08-2023,4.8,Cash,
4059,Hoodie,,24-08-2023,4.5,Credit Card,
4004,Socks,86,19-05-2023,4.3,Cash,
3958,Pajamas,,30-10-2022,4.5,Cash,
4049,Handbag,180,10/9/2023,,Cash,
3959,Skirt,38,11/7/2023,,Credit Card,
3975,Sneakers,121,22-02-2023,1.1,Credit Card,
4048,Handbag,52,28-05-2023,3.5,Credit Card,
3964,Umbrella,159,18-05-2023,1.7,Credit Card,
4099,Polo Shirt,,26-07-2023,2.2,Credit Card,
3986,Bowtie,12,16-03-2023,3.1,Credit Card,
3993,Flannel Shirt,158,27-09-2023,3.3,Cash,
4031,Hat,131,11/2/2023,3,Credit Card,
4069,Sandals,49,7/11/2022,4.4,Cash,
4006,Umbrella,32,19-08-2023,1.9,Credit Card,
4118,Raincoat,137,17-05-2023,3.5,Credit Card,
4106,Trousers,,5/5/2023,4.8,Credit Card,
4049,Vest,170,13-06-2023,1.6,Cash,
3968,Slippers,,11/3/2023,,Credit Card,
3964,Tie,49,11/3/2023,3.1,Credit Card,
4007,Sneakers,37,13-01-2023,1.7,Credit Card,
4007,Blazer,,1/8/2023,1.8,Cash,
4029,Socks,152,27-06-2023,3.1,Credit Card,
4001,Dress,98,10/11/2022,1.7,Cash,
4013,Slippers,122,7/7/2023,4.3,Cash,
4024,Flannel Shirt,15,5/7/2023,1.8,Credit Card,
4001,Tank Top,101,17-08-2023,,Cash,
4043,Trousers,74,17-09-2023,1.6,Credit Card,
4098,Flip-Flops,134,22-10-2022,1,Cash,
4019,Shorts,153,21-05-2023,1.4,Cash,
4002,Belt,188,17-01-2023,1,Credit Card,
4007,Overalls,155,26-05-2023,,Cash,
3962,Sunglasses,,22-06-2023,2,Cash,
4002,Raincoat,197,4/11/2022,3.9,Cash,
4024,Cardigan,163,31-03-2023,1.1,Cash,
3982,Shorts,151,27-07-2023,2.9,Credit Card,
3962,T-shirt,,4/11/2022,1.3,Credit Card,
3992,Kimono,125,15-03-2023,4.1,Credit Card,
4054,Umbrella,77,11/6/2023,2.9,Credit Card,
3985,Pants,126,6/8/2023,4,Cash,
4043,Overalls,,31-10-2022,3.5,Credit Card,
4010,Umbrella,107,14-07-2023,2.5,Credit Card,
4035,Pants,14,26-07-2023,4.8,Cash,
4073,Flannel Shirt,103,5/3/2023,3.5,Credit Card,
4018,Cardigan,71,9/4/2023,4.1,Credit Card,
4051,Flip-Flops,26,20-06-2023,2.8,Credit Card,
4052,Sun Hat,147,9/8/2023,3.2,Cash,
4000,Wallet,58,1/10/2023,2.6,Credit Card,
4091,Coat,137,19-08-2023,1.7,Credit Card,
4116,Blazer,49,19-04-2023,1.5,Credit Card,
4068,Kimono,92,26-12-2022,1.3,Cash,
3973,Cardigan,92,27-04-2023,1.8,Credit Card,
3987,Jacket,,10/7/2023,3.9,Cash,
3993,Cardigan,27,17-01-2023,3.6,Cash,
3990,T-shirt,,17-06-2023,4.8,Cash,
4005,Overalls,55,13-02-2023,2.3,Credit Card,
4006,Dress,61,10/7/2023,3.3,Cash,
4093,Scarf,,21-06-2023,3.5,Credit Card,
4053,Cardigan,,16-05-2023,4.5,Credit Card,
4052,Slippers,,30-04-2023,3.9,Credit Card,
4038,Shorts,109,15-01-2023,3.6,Cash,
4110,Sweater,144,27-06-2023,3.6,Credit Card,
4066,Kimono,161,13-10-2022,3.2,Credit Card,
4119,Blazer,103,20-12-2022,1.7,Cash,
4019,T-shirt,193,10/10/2022,3.8,Credit Card,
3968,Belt,,17-09-2023,3.3,Cash,
4114,Raincoat,63,4/6/2023,1.8,Credit Card,
4107,Wallet,30,24-04-2023,2.2,Cash,
4005,T-shirt,173,11/11/2022,3,Cash,
4094,Sweater,,18-12-2022,3.9,Cash,
4032,Sandals,116,31-01-2023,1.9,Credit Card,
3995,Blouse,191,1/8/2023,2.2,Cash,
4040,Raincoat,,24-04-2023,3.3,Cash,
4020,Cardigan,145,15-09-2023,2,Cash,
3970,Trench Coat,,26-11-2022,4.1,Cash,
4118,Wallet,,2/1/2023,3.9,Cash,
4028,Jumpsuit,65,29-11-2022,2.8,Cash,
3989,Sun Hat,34,21-08-2023,4.4,Cash,
4087,Pants,,8/9/2023,1.7,Cash,
4106,Hoodie,108,6/8/2023,1.3,Cash,
4082,Romper,,16-10-2022,,Credit Card,
4010,Sneakers,73,21-08-2023,4.6,Credit Card,
3977,Pants,55,21-03-2023,3.1,Credit Card,
4077,Camisole,152,16-11-2022,1.5,Credit Card,
4114,Socks,37,9/7/2023,4.6,Credit Card,
3973,Belt,157,8/7/2023,3.3,Cash,
3999,Slippers,127,22-11-2022,4.7,Credit Card,
4087,Hoodie,119,20-12-2022,1.6,Credit Card,
4056,Cardigan,52,19-07-2023,4,Credit Card,
4122,Gloves,150,29-08-2023,,Credit Card,
4087,Dress,96,5/7/2023,2.6,Credit Card,
4052,Onesie,146,26-06-2023,4.5,Credit Card,
4084,Raincoat,123,27-08-2023,1.7,Cash,
4089,Boots,90,18-04-2023,2.1,Cash,
4075,Umbrella,93,2/9/2023,3.4,Credit Card,
4002,Handbag,115,21-11-2022,4.5,Credit Card,
4039,Pajamas,120,20-06-2023,3,Cash,
4052,Belt,92,9/12/2022,2.4,Credit Card,
4091,Vest,154,15-10-2022,4,Credit Card,
4080,Skirt,106,30-08-2023,2.5,Cash,
4083,Sandals,200,9/6/2023,1.7,Credit Card,
4078,Blazer,125,5/10/2022,2.6,Cash,
4025,Loafers,111,25-04-2023,,Cash,
4105,Blazer,,18-04-2023,4,Cash,
4059,Hat,,3/8/2023,4.1,Credit Card,
4120,Sunglasses,14,20-10-2022,2.1,Cash,
4106,Belt,87,1/12/2022,4.7,Credit Card,
3966,Umbrella,,26-10-2022,4.3,Cash,
4010,Leggings,64,22-05-2023,3.3,Credit Card,
4013,Slippers,15,29-07-2023,1.3,Cash,
4008,Blouse,186,8/12/2022,1.7,Cash,
4072,Umbrella,151,22-01-2023,3.9,Credit Card,
4017,Jumpsuit,156,5/6/2023,4.5,Credit Card,
4058,Socks,49,16-12-2022,,Cash,
4012,Sandals,,30-07-2023,3.3,Cash,
4035,Blouse,49,13-07-2023,3.9,Credit Card,
4065,Tie,,14-12-2022,2.4,Credit Card,
4053,Sun Hat,159,18-04-2023,,Cash,
4103,Socks,75,12/7/2023,2.9,Credit Card,
3997,Blazer,33,8/8/2023,3.9,Credit Card,
4052,Blazer,155,28-01-2023,3.4,Credit Card,
4022,Hoodie,197,24-01-2023,1,Credit Card,
4097,Blazer,,19-02-2023,2.9,Cash,
3978,Sunglasses,133,28-09-2023,3.4,Credit Card,
3991,Handbag,,20-06-2023,,Credit Card,
3978,Overalls,186,6/9/2023,1.6,Cash,
4032,Polo Shirt,34,13-05-2023,,Credit Card,
4070,Hat,86,5/9/2023,1.6,Credit Card,
4089,Pajamas,,6/3/2023,1.5,Cash,
4047,Belt,107,9/8/2023,3.8,Cash,
4015,Skirt,,22-05-2023,2.9,Credit Card,
4106,Blouse,,25-10-2022,1.2,Cash,
3967,Flannel Shirt,99,3/2/2023,4,Cash,
4076,Bowtie,121,12/3/2023,,Credit Card,
4088,Tank Top,40,24-10-2022,2.6,Credit Card,
4116,Leggings,68,5/5/2023,1.7,Credit Card,
4043,Trench Coat,164,10/6/2023,3.9,Cash,
4066,Umbrella,172,18-03-2023,3.9,Credit Card,
4072,Romper,107,25-05-2023,4.7,Credit Card,
4076,Raincoat,,20-06-2023,4.7,Credit Card,
4067,Overalls,91,12/8/2023,3.5,Cash,
4061,Raincoat,48,1/5/2023,1.1,Cash,
4051,Belt,188,24-06-2023,2.7,Cash,
4084,Overalls,22,25-01-2023,3.1,Credit Card,
4038,Tie,110,7/1/2023,2.8,Credit Card,
4026,Tie,162,24-03-2023,4.2,Credit Card,
4054,Overalls,33,1/4/2023,1.4,Credit Card,
3963,Jeans,84,20-09-2023,2.1,Credit Card,
4002,Sun Hat,47,18-05-2023,2.1,Credit Card,
4070,Jeans,,8/10/2022,3.7,Cash,
4016,Jumpsuit,,8/6/2023,1.6,Credit Card,
4024,Tie,22,16-05-2023,1,Credit Card,
4122,Hoodie,77,30-01-2023,4.9,Credit Card,
3976,Tunic,,22-11-2022,2.1,Credit Card,
4048,Blouse,188,28-12-2022,4.4,Credit Card,
3978,Flip-Flops,,3/9/2023,3.8,Credit Card,
4032,Blazer,,21-01-2023,4.9,Cash,
4085,Boots,134,22-11-2022,4.4,Credit Card,
4088,Slippers,156,16-03-2023,,Cash,
4096,Trench Coat,,19-03-2023,3.6,Credit Card,
4121,Swimsuit,198,25-03-2023,1.9,Credit Card,
3977,Blouse,72,21-08-2023,3.4,Credit Card,
4027,Flip-Flops,,23-10-2022,3.8,Cash,
4015,Polo Shirt,92,15-09-2023,1.1,Cash,
3982,Sunglasses,157,13-03-2023,,Credit Card,
3987,Cardigan,,15-05-2023,1.5,Cash,
3975,Sweater,118,13-09-2023,2.7,Cash,
4049,Tunic,58,18-10-2022,2.3,Cash,
3966,Vest,162,3/4/2023,2.2,Cash,
4096,Blouse,88,6/12/2022,1.8,Credit Card,
4008,Vest,,27-08-2023,,Cash,
4042,Wallet,123,18-11-2022,4.6,Cash,
4007,T-shirt,122,27-06-2023,1.1,Cash,
4041,Overalls,,3/6/2023,4.7,Credit Card,
4021,Tunic,61,14-08-2023,2.4,Cash,
4034,Flannel Shirt,49,6/8/2023,1.9,Credit Card,
4027,Overalls,31,12/9/2023,1.2,Credit Card,
4005,Sweater,,23-01-2023,1.2,Cash,
4111,Hoodie,,23-06-2023,4.9,Cash,
3992,Sweater,47,19-02-2023,4.4,Credit Card,
4096,Sneakers,83,30-09-2023,,Cash,
4023,Backpack,,22-02-2023,1.5,Cash,
3959,Skirt,38,13-02-2023,3.6,Credit Card,
4033,Trousers,130,24-10-2022,2.4,Credit Card,
4029,Loafers,,10/3/2023,4.5,Credit Card,
4045,Skirt,147,8/4/2023,3.7,Cash,
4060,Cardigan,149,19-06-2023,1.9,Credit Card,
4060,Sunglasses,76,4/7/2023,2.1,Credit Card,
4105,Onesie,169,17-01-2023,1.5,Cash,
3960,Tank Top,46,24-11-2022,4.6,Cash,
4077,Trousers,181,10/11/2022,3,Credit Card,
4088,Sweater,,10/3/2023,3.6,Cash,
3995,Shorts,179,3/11/2022,4.6,Cash,
4058,Poncho,75,8/3/2023,1.3,Credit Card,
4015,Slippers,,6/6/2023,3.7,Cash,
4015,Umbrella,188,28-10-2022,2.5,Credit Card,
4010,Trench Coat,23,31-08-2023,1.7,Cash,
4078,Poncho,12,26-09-2023,2.9,Cash,
4016,Romper,,23-11-2022,4.3,Credit Card,
4089,Sweater,179,19-12-2022,2.7,Cash,
4107,Tank Top,178,26-01-2023,3.2,Cash,
4098,Scarf,37,29-08-2023,4.2,Credit Card,
4076,Flannel Shirt,,16-03-2023,1.2,Credit Card,
4075,Pants,176,27-10-2022,,Cash,
4044,Sun Hat,107,11/1/2023,4.2,Credit Card,
3978,Poncho,191,25-04-2023,1.4,Credit Card,
4037,Kimono,,3/7/2023,4.1,Cash,
4005,Blouse,162,17-05-2023,,Credit Card,
4066,Gloves,57,29-11-2022,3.1,Cash,
4063,Umbrella,,17-03-2023,3.1,Cash,
4010,Handbag,153,19-08-2023,3.7,Credit Card,
4069,Pants,15,21-04-2023,1.6,Cash,
4072,Blazer,,2/7/2023,,Cash,
4099,Handbag,88,6/8/2023,4.9,Cash,
3964,Blazer,110,9/11/2022,2.9,Cash,
4052,Camisole,14,21-10-2022,1.2,Cash,
3992,T-shirt,100,27-07-2023,2,Credit Card,
4104,Kimono,87,25-08-2023,1.9,Credit Card,
3989,Flip-Flops,138,14-05-2023,,Cash,
4035,Tank Top,25,20-05-2023,,Credit Card,
3959,Socks,109,14-08-2023,2.4,Cash,
4084,Shorts,17,18-05-2023,2.1,Cash,
4047,Jacket,81,4/7/2023,4.2,Cash,
4043,T-shirt,97,29-10-2022,3.8,Cash,
4014,Pants,178,13-12-2022,,Cash,
